"","home.range.radius","MM.deathrate","NN.deathrate","hybrid.deathrate","MM.birthrate","NN.birthrate","hybrid.birthrate","NN.init.number","MM.init.number","phenotype","population","Fitness"
"979",12,4,6,6,6,6,6,100,500,"4 N-type",0,"MM lower mortality"
"980",12,4,6,6,6,6,6,100,500,"5 NN",1,"MM lower mortality"
"981",12,4,6,6,6,6,6,100,500,"1 MM",5678,"MM lower mortality"
"982",12,4,6,6,6,6,6,100,500,"2 M-type",2006,"MM lower mortality"
"983",12,4,6,6,6,6,6,100,500,"3 hybrid",0,"MM lower mortality"
"984",12,4,6,6,6,6,6,100,500,"4 N-type",0,"MM lower mortality"
"985",12,4,6,6,6,6,6,100,500,"5 NN",2,"MM lower mortality"
"986",12,4,6,6,6,6,6,100,500,"1 MM",5482,"MM lower mortality"
"987",12,4,6,6,6,6,6,100,500,"2 M-type",2148,"MM lower mortality"
"988",12,4,6,6,6,6,6,100,500,"3 hybrid",4,"MM lower mortality"
"989",12,4,6,6,6,6,6,100,500,"4 N-type",0,"MM lower mortality"
"990",12,4,6,6,6,6,6,100,500,"5 NN",0,"MM lower mortality"
"991",12,4,6,6,6,6,6,100,500,"1 MM",3905,"MM lower mortality"
"992",12,4,6,6,6,6,6,100,500,"2 M-type",3752,"MM lower mortality"
"993",12,4,6,6,6,6,6,100,500,"3 hybrid",5,"MM lower mortality"
"994",12,4,6,6,6,6,6,100,500,"4 N-type",0,"MM lower mortality"
"995",12,4,6,6,6,6,6,100,500,"5 NN",1,"MM lower mortality"
"996",12,4,6,6,6,6,6,100,500,"1 MM",2364,"MM lower mortality"
"997",12,4,6,6,6,6,6,100,500,"2 M-type",5243,"MM lower mortality"
"998",12,4,6,6,6,6,6,100,500,"3 hybrid",1,"MM lower mortality"
"999",12,4,6,6,6,6,6,100,500,"4 N-type",0,"MM lower mortality"
"1000",12,4,6,6,6,6,6,100,500,"5 NN",2,"MM lower mortality"
"1001",12,6,4,4,6,6,6,100,500,"1 MM",8,"MM higher mortality"
"1002",12,6,4,4,6,6,6,100,500,"2 M-type",1194,"MM higher mortality"
"1003",12,6,4,4,6,6,6,100,500,"3 hybrid",1362,"MM higher mortality"
"1004",12,6,4,4,6,6,6,100,500,"4 N-type",22,"MM higher mortality"
"1005",12,6,4,4,6,6,6,100,500,"5 NN",4,"MM higher mortality"
"1006",12,6,4,4,6,6,6,100,500,"1 MM",8,"MM higher mortality"
"1007",12,6,4,4,6,6,6,100,500,"2 M-type",730,"MM higher mortality"
"1008",12,6,4,4,6,6,6,100,500,"3 hybrid",1040,"MM higher mortality"
"1009",12,6,4,4,6,6,6,100,500,"4 N-type",14,"MM higher mortality"
"1010",12,6,4,4,6,6,6,100,500,"5 NN",8,"MM higher mortality"
"1011",12,6,4,4,6,6,6,100,500,"1 MM",5,"MM higher mortality"
"1012",12,6,4,4,6,6,6,100,500,"2 M-type",834,"MM higher mortality"
"1013",12,6,4,4,6,6,6,100,500,"3 hybrid",1158,"MM higher mortality"
"1014",12,6,4,4,6,6,6,100,500,"4 N-type",11,"MM higher mortality"
"1015",12,6,4,4,6,6,6,100,500,"5 NN",6,"MM higher mortality"
"1016",12,6,4,4,6,6,6,100,500,"1 MM",9,"MM higher mortality"
"1017",12,6,4,4,6,6,6,100,500,"2 M-type",542,"MM higher mortality"
"1018",12,6,4,4,6,6,6,100,500,"3 hybrid",1745,"MM higher mortality"
"1019",12,6,4,4,6,6,6,100,500,"4 N-type",24,"MM higher mortality"
"1020",12,6,4,4,6,6,6,100,500,"5 NN",19,"MM higher mortality"
"1021",12,6,4,4,6,6,6,100,500,"1 MM",1,"MM higher mortality"
"1022",12,6,4,4,6,6,6,100,500,"2 M-type",797,"MM higher mortality"
"1023",12,6,4,4,6,6,6,100,500,"3 hybrid",2612,"MM higher mortality"
"1024",12,6,4,4,6,6,6,100,500,"4 N-type",18,"MM higher mortality"
"1025",12,6,4,4,6,6,6,100,500,"5 NN",4,"MM higher mortality"
"1026",12,6,4,4,6,6,6,100,500,"1 MM",11,"MM higher mortality"
"1027",12,6,4,4,6,6,6,100,500,"2 M-type",697,"MM higher mortality"
"1028",12,6,4,4,6,6,6,100,500,"3 hybrid",983,"MM higher mortality"
"1029",12,6,4,4,6,6,6,100,500,"4 N-type",13,"MM higher mortality"
"1030",12,6,4,4,6,6,6,100,500,"5 NN",6,"MM higher mortality"
"1031",12,6,4,4,6,6,6,100,500,"1 MM",161,"MM higher mortality"
"1032",12,6,4,4,6,6,6,100,500,"2 M-type",1107,"MM higher mortality"
"1033",12,6,4,4,6,6,6,100,500,"3 hybrid",101,"MM higher mortality"
"1034",12,6,4,4,6,6,6,100,500,"4 N-type",7,"MM higher mortality"
"1035",12,6,4,4,6,6,6,100,500,"5 NN",13,"MM higher mortality"
"1036",12,6,4,4,6,6,6,100,500,"1 MM",9,"MM higher mortality"
"1037",12,6,4,4,6,6,6,100,500,"2 M-type",1516,"MM higher mortality"
"1038",12,6,4,4,6,6,6,100,500,"3 hybrid",1417,"MM higher mortality"
"1039",12,6,4,4,6,6,6,100,500,"4 N-type",23,"MM higher mortality"
"1040",12,6,4,4,6,6,6,100,500,"5 NN",13,"MM higher mortality"
"1041",12,6,4,4,6,6,6,100,500,"1 MM",13,"MM higher mortality"
"1042",12,6,4,4,6,6,6,100,500,"2 M-type",1006,"MM higher mortality"
"1043",12,6,4,4,6,6,6,100,500,"3 hybrid",628,"MM higher mortality"
"1044",12,6,4,4,6,6,6,100,500,"4 N-type",27,"MM higher mortality"
"1045",12,6,4,4,6,6,6,100,500,"5 NN",7,"MM higher mortality"
"1046",12,6,4,4,6,6,6,100,500,"1 MM",4,"MM higher mortality"
"1047",12,6,4,4,6,6,6,100,500,"2 M-type",1022,"MM higher mortality"
"1048",12,6,4,4,6,6,6,100,500,"3 hybrid",1847,"MM higher mortality"
"1049",12,6,4,4,6,6,6,100,500,"4 N-type",7,"MM higher mortality"
"1050",12,6,4,4,6,6,6,100,500,"5 NN",8,"MM higher mortality"
"1051",12,6,4,6,6,6,6,100,500,"1 MM",5,"NN lower mortality"
"1052",12,6,4,6,6,6,6,100,500,"2 M-type",366,"NN lower mortality"
"1053",12,6,4,6,6,6,6,100,500,"3 hybrid",424,"NN lower mortality"
"1054",12,6,4,6,6,6,6,100,500,"4 N-type",17,"NN lower mortality"
"1055",12,6,4,6,6,6,6,100,500,"5 NN",6,"NN lower mortality"
"1056",12,6,4,6,6,6,6,100,500,"1 MM",6,"NN lower mortality"
"1057",12,6,4,6,6,6,6,100,500,"2 M-type",490,"NN lower mortality"
"1058",12,6,4,6,6,6,6,100,500,"3 hybrid",342,"NN lower mortality"
"1059",12,6,4,6,6,6,6,100,500,"4 N-type",8,"NN lower mortality"
"1060",12,6,4,6,6,6,6,100,500,"5 NN",9,"NN lower mortality"
"1061",12,6,4,6,6,6,6,100,500,"1 MM",48,"NN lower mortality"
"1062",12,6,4,6,6,6,6,100,500,"2 M-type",965,"NN lower mortality"
"1063",12,6,4,6,6,6,6,100,500,"3 hybrid",21,"NN lower mortality"
"1064",12,6,4,6,6,6,6,100,500,"4 N-type",8,"NN lower mortality"
"1065",12,6,4,6,6,6,6,100,500,"5 NN",14,"NN lower mortality"
"1066",12,6,4,6,6,6,6,100,500,"1 MM",4,"NN lower mortality"
"1067",12,6,4,6,6,6,6,100,500,"2 M-type",468,"NN lower mortality"
"1068",12,6,4,6,6,6,6,100,500,"3 hybrid",564,"NN lower mortality"
"1069",12,6,4,6,6,6,6,100,500,"4 N-type",24,"NN lower mortality"
"1070",12,6,4,6,6,6,6,100,500,"5 NN",7,"NN lower mortality"
"1071",12,6,4,6,6,6,6,100,500,"1 MM",4,"NN lower mortality"
"1072",12,6,4,6,6,6,6,100,500,"2 M-type",112,"NN lower mortality"
"1073",12,6,4,6,6,6,6,100,500,"3 hybrid",826,"NN lower mortality"
"1074",12,6,4,6,6,6,6,100,500,"4 N-type",41,"NN lower mortality"
"1075",12,6,4,6,6,6,6,100,500,"5 NN",5,"NN lower mortality"
"1076",12,6,4,6,6,6,6,100,500,"1 MM",6,"NN lower mortality"
"1077",12,6,4,6,6,6,6,100,500,"2 M-type",130,"NN lower mortality"
"1078",12,6,4,6,6,6,6,100,500,"3 hybrid",919,"NN lower mortality"
"1079",12,6,4,6,6,6,6,100,500,"4 N-type",43,"NN lower mortality"
"1080",12,6,4,6,6,6,6,100,500,"5 NN",9,"NN lower mortality"
"1081",12,6,4,6,6,6,6,100,500,"1 MM",15,"NN lower mortality"
"1082",12,6,4,6,6,6,6,100,500,"2 M-type",648,"NN lower mortality"
"1083",12,6,4,6,6,6,6,100,500,"3 hybrid",145,"NN lower mortality"
"1084",12,6,4,6,6,6,6,100,500,"4 N-type",22,"NN lower mortality"
"1085",12,6,4,6,6,6,6,100,500,"5 NN",13,"NN lower mortality"
"1086",12,6,4,6,6,6,6,100,500,"1 MM",28,"NN lower mortality"
"1087",12,6,4,6,6,6,6,100,500,"2 M-type",894,"NN lower mortality"
"1088",12,6,4,6,6,6,6,100,500,"3 hybrid",161,"NN lower mortality"
"1089",12,6,4,6,6,6,6,100,500,"4 N-type",12,"NN lower mortality"
"1090",12,6,4,6,6,6,6,100,500,"5 NN",15,"NN lower mortality"
"1091",12,6,4,6,6,6,6,100,500,"1 MM",7,"NN lower mortality"
"1092",12,6,4,6,6,6,6,100,500,"2 M-type",671,"NN lower mortality"
"1093",12,6,4,6,6,6,6,100,500,"3 hybrid",304,"NN lower mortality"
"1094",12,6,4,6,6,6,6,100,500,"4 N-type",7,"NN lower mortality"
"1095",12,6,4,6,6,6,6,100,500,"5 NN",6,"NN lower mortality"
"1096",12,6,4,6,6,6,6,100,500,"1 MM",7,"NN lower mortality"
"1097",12,6,4,6,6,6,6,100,500,"2 M-type",579,"NN lower mortality"
"1098",12,6,4,6,6,6,6,100,500,"3 hybrid",585,"NN lower mortality"
"1099",12,6,4,6,6,6,6,100,500,"4 N-type",26,"NN lower mortality"
"1100",12,6,4,6,6,6,6,100,500,"5 NN",10,"NN lower mortality"
"1101",12,6,6,4,6,6,6,100,500,"1 MM",17,"hybrid lower mortality"
"1102",12,6,6,4,6,6,6,100,500,"2 M-type",758,"hybrid lower mortality"
"1103",12,6,6,4,6,6,6,100,500,"3 hybrid",73,"hybrid lower mortality"
"1104",12,6,6,4,6,6,6,100,500,"4 N-type",1,"hybrid lower mortality"
"1105",12,6,6,4,6,6,6,100,500,"5 NN",2,"hybrid lower mortality"
"1106",12,6,6,4,6,6,6,100,500,"1 MM",14,"hybrid lower mortality"
"1107",12,6,6,4,6,6,6,100,500,"2 M-type",1001,"hybrid lower mortality"
"1108",12,6,6,4,6,6,6,100,500,"3 hybrid",156,"hybrid lower mortality"
"1109",12,6,6,4,6,6,6,100,500,"4 N-type",3,"hybrid lower mortality"
"1110",12,6,6,4,6,6,6,100,500,"5 NN",0,"hybrid lower mortality"
"1111",12,6,6,4,6,6,6,100,500,"1 MM",29,"hybrid lower mortality"
"1112",12,6,6,4,6,6,6,100,500,"2 M-type",1024,"hybrid lower mortality"
"1113",12,6,6,4,6,6,6,100,500,"3 hybrid",216,"hybrid lower mortality"
"1114",12,6,6,4,6,6,6,100,500,"4 N-type",2,"hybrid lower mortality"
"1115",12,6,6,4,6,6,6,100,500,"5 NN",0,"hybrid lower mortality"
"1116",12,6,6,4,6,6,6,100,500,"1 MM",78,"hybrid lower mortality"
"1117",12,6,6,4,6,6,6,100,500,"2 M-type",469,"hybrid lower mortality"
"1118",12,6,6,4,6,6,6,100,500,"3 hybrid",155,"hybrid lower mortality"
"1119",12,6,6,4,6,6,6,100,500,"4 N-type",1,"hybrid lower mortality"
"1120",12,6,6,4,6,6,6,100,500,"5 NN",2,"hybrid lower mortality"
"1121",12,6,6,4,6,6,6,100,500,"1 MM",84,"hybrid lower mortality"
"1122",12,6,6,4,6,6,6,100,500,"2 M-type",736,"hybrid lower mortality"
"1123",12,6,6,4,6,6,6,100,500,"3 hybrid",45,"hybrid lower mortality"
"1124",12,6,6,4,6,6,6,100,500,"4 N-type",0,"hybrid lower mortality"
"1125",12,6,6,4,6,6,6,100,500,"5 NN",3,"hybrid lower mortality"
"1126",12,6,6,4,6,6,6,100,500,"1 MM",12,"hybrid lower mortality"
"1127",12,6,6,4,6,6,6,100,500,"2 M-type",750,"hybrid lower mortality"
"1128",12,6,6,4,6,6,6,100,500,"3 hybrid",276,"hybrid lower mortality"
"1129",12,6,6,4,6,6,6,100,500,"4 N-type",0,"hybrid lower mortality"
"1130",12,6,6,4,6,6,6,100,500,"5 NN",1,"hybrid lower mortality"
"1131",12,6,6,4,6,6,6,100,500,"1 MM",16,"hybrid lower mortality"
"1132",12,6,6,4,6,6,6,100,500,"2 M-type",821,"hybrid lower mortality"
"1133",12,6,6,4,6,6,6,100,500,"3 hybrid",224,"hybrid lower mortality"
"1134",12,6,6,4,6,6,6,100,500,"4 N-type",0,"hybrid lower mortality"
"1135",12,6,6,4,6,6,6,100,500,"5 NN",0,"hybrid lower mortality"
"1136",12,6,6,4,6,6,6,100,500,"1 MM",37,"hybrid lower mortality"
"1137",12,6,6,4,6,6,6,100,500,"2 M-type",760,"hybrid lower mortality"
"1138",12,6,6,4,6,6,6,100,500,"3 hybrid",173,"hybrid lower mortality"
"1139",12,6,6,4,6,6,6,100,500,"4 N-type",3,"hybrid lower mortality"
"1140",12,6,6,4,6,6,6,100,500,"5 NN",0,"hybrid lower mortality"
"1141",12,6,6,4,6,6,6,100,500,"1 MM",14,"hybrid lower mortality"
"1142",12,6,6,4,6,6,6,100,500,"2 M-type",628,"hybrid lower mortality"
"1143",12,6,6,4,6,6,6,100,500,"3 hybrid",215,"hybrid lower mortality"
"1144",12,6,6,4,6,6,6,100,500,"4 N-type",3,"hybrid lower mortality"
"1145",12,6,6,4,6,6,6,100,500,"5 NN",0,"hybrid lower mortality"
"1146",12,6,6,4,6,6,6,100,500,"1 MM",11,"hybrid lower mortality"
"1147",12,6,6,4,6,6,6,100,500,"2 M-type",601,"hybrid lower mortality"
"1148",12,6,6,4,6,6,6,100,500,"3 hybrid",144,"hybrid lower mortality"
"1149",12,6,6,4,6,6,6,100,500,"4 N-type",0,"hybrid lower mortality"
"1150",12,6,6,4,6,6,6,100,500,"5 NN",0,"hybrid lower mortality"
"1151",12,6,6,6,6,6,6,100,500,"1 MM",22,"birthrate=deathrate"
"1152",12,6,6,6,6,6,6,100,500,"2 M-type",544,"birthrate=deathrate"
"1153",12,6,6,6,6,6,6,100,500,"3 hybrid",40,"birthrate=deathrate"
"1154",12,6,6,6,6,6,6,100,500,"4 N-type",1,"birthrate=deathrate"
"1155",12,6,6,6,6,6,6,100,500,"5 NN",0,"birthrate=deathrate"
"1156",12,6,6,6,6,6,6,100,500,"1 MM",5,"birthrate=deathrate"
"1157",12,6,6,6,6,6,6,100,500,"2 M-type",473,"birthrate=deathrate"
"1158",12,6,6,6,6,6,6,100,500,"3 hybrid",267,"birthrate=deathrate"
"1159",12,6,6,6,6,6,6,100,500,"4 N-type",1,"birthrate=deathrate"
"1160",12,6,6,6,6,6,6,100,500,"5 NN",1,"birthrate=deathrate"
"1161",12,6,6,6,6,6,6,100,500,"1 MM",79,"birthrate=deathrate"
"1162",12,6,6,6,6,6,6,100,500,"2 M-type",459,"birthrate=deathrate"
"1163",12,6,6,6,6,6,6,100,500,"3 hybrid",29,"birthrate=deathrate"
"1164",12,6,6,6,6,6,6,100,500,"4 N-type",0,"birthrate=deathrate"
"1165",12,6,6,6,6,6,6,100,500,"5 NN",0,"birthrate=deathrate"
"1166",12,6,6,6,6,6,6,100,500,"1 MM",80,"birthrate=deathrate"
"1167",12,6,6,6,6,6,6,100,500,"2 M-type",534,"birthrate=deathrate"
"1168",12,6,6,6,6,6,6,100,500,"3 hybrid",19,"birthrate=deathrate"
"1169",12,6,6,6,6,6,6,100,500,"4 N-type",3,"birthrate=deathrate"
"1170",12,6,6,6,6,6,6,100,500,"5 NN",0,"birthrate=deathrate"
"1171",12,6,6,6,6,6,6,100,500,"1 MM",52,"birthrate=deathrate"
"1172",12,6,6,6,6,6,6,100,500,"2 M-type",457,"birthrate=deathrate"
"1173",12,6,6,6,6,6,6,100,500,"3 hybrid",40,"birthrate=deathrate"
"1174",12,6,6,6,6,6,6,100,500,"4 N-type",0,"birthrate=deathrate"
"1175",12,6,6,6,6,6,6,100,500,"5 NN",2,"birthrate=deathrate"
"1176",12,6,6,6,6,6,6,100,500,"1 MM",5,"birthrate=deathrate"
"1177",12,6,6,6,6,6,6,100,500,"2 M-type",152,"birthrate=deathrate"
"1178",12,6,6,6,6,6,6,100,500,"3 hybrid",288,"birthrate=deathrate"
"1179",12,6,6,6,6,6,6,100,500,"4 N-type",5,"birthrate=deathrate"
"1180",12,6,6,6,6,6,6,100,500,"5 NN",1,"birthrate=deathrate"
"1181",12,6,6,6,6,6,6,100,500,"1 MM",21,"birthrate=deathrate"
"1182",12,6,6,6,6,6,6,100,500,"2 M-type",482,"birthrate=deathrate"
"1183",12,6,6,6,6,6,6,100,500,"3 hybrid",18,"birthrate=deathrate"
"1184",12,6,6,6,6,6,6,100,500,"4 N-type",0,"birthrate=deathrate"
"1185",12,6,6,6,6,6,6,100,500,"5 NN",0,"birthrate=deathrate"
"1186",12,6,6,6,6,6,6,100,500,"1 MM",36,"birthrate=deathrate"
"1187",12,6,6,6,6,6,6,100,500,"2 M-type",413,"birthrate=deathrate"
"1188",12,6,6,6,6,6,6,100,500,"3 hybrid",13,"birthrate=deathrate"
"1189",12,6,6,6,6,6,6,100,500,"4 N-type",1,"birthrate=deathrate"
"1190",12,6,6,6,6,6,6,100,500,"5 NN",4,"birthrate=deathrate"
"1191",12,6,6,6,6,6,6,100,500,"1 MM",95,"birthrate=deathrate"
"1192",12,6,6,6,6,6,6,100,500,"2 M-type",406,"birthrate=deathrate"
"1193",12,6,6,6,6,6,6,100,500,"3 hybrid",34,"birthrate=deathrate"
"1194",12,6,6,6,6,6,6,100,500,"4 N-type",0,"birthrate=deathrate"
"1195",12,6,6,6,6,6,6,100,500,"5 NN",0,"birthrate=deathrate"
"1196",12,6,6,6,6,6,6,100,500,"1 MM",37,"birthrate=deathrate"
"1197",12,6,6,6,6,6,6,100,500,"2 M-type",756,"birthrate=deathrate"
"1198",12,6,6,6,6,6,6,100,500,"3 hybrid",28,"birthrate=deathrate"
"1199",12,6,6,6,6,6,6,100,500,"4 N-type",0,"birthrate=deathrate"
"1200",12,6,6,6,6,6,6,100,500,"5 NN",0,"birthrate=deathrate"
"1201",2,6,6,6,6,6,4,100,500,"1 MM",477,"hybrid lower fertility"
"1202",2,6,6,6,6,6,4,100,500,"2 M-type",2,"hybrid lower fertility"
"1203",2,6,6,6,6,6,4,100,500,"3 hybrid",5,"hybrid lower fertility"
"1204",2,6,6,6,6,6,4,100,500,"4 N-type",8,"hybrid lower fertility"
"1205",2,6,6,6,6,6,4,100,500,"5 NN",170,"hybrid lower fertility"
"1206",2,6,6,6,6,6,4,100,500,"1 MM",416,"hybrid lower fertility"
"1207",2,6,6,6,6,6,4,100,500,"2 M-type",10,"hybrid lower fertility"
"1208",2,6,6,6,6,6,4,100,500,"3 hybrid",1,"hybrid lower fertility"
"1209",2,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1210",2,6,6,6,6,6,4,100,500,"5 NN",97,"hybrid lower fertility"
"1211",2,6,6,6,6,6,4,100,500,"1 MM",509,"hybrid lower fertility"
"1212",2,6,6,6,6,6,4,100,500,"2 M-type",50,"hybrid lower fertility"
"1213",2,6,6,6,6,6,4,100,500,"3 hybrid",36,"hybrid lower fertility"
"1214",2,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1215",2,6,6,6,6,6,4,100,500,"5 NN",137,"hybrid lower fertility"
"1216",2,6,6,6,6,6,4,100,500,"1 MM",395,"hybrid lower fertility"
"1217",2,6,6,6,6,6,4,100,500,"2 M-type",4,"hybrid lower fertility"
"1218",2,6,6,6,6,6,4,100,500,"3 hybrid",7,"hybrid lower fertility"
"1219",2,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1220",2,6,6,6,6,6,4,100,500,"5 NN",101,"hybrid lower fertility"
"1221",2,6,6,6,6,6,4,100,500,"1 MM",556,"hybrid lower fertility"
"1222",2,6,6,6,6,6,4,100,500,"2 M-type",0,"hybrid lower fertility"
"1223",2,6,6,6,6,6,4,100,500,"3 hybrid",0,"hybrid lower fertility"
"1224",2,6,6,6,6,6,4,100,500,"4 N-type",8,"hybrid lower fertility"
"1225",2,6,6,6,6,6,4,100,500,"5 NN",116,"hybrid lower fertility"
"1226",2,6,6,6,6,6,4,100,500,"1 MM",484,"hybrid lower fertility"
"1227",2,6,6,6,6,6,4,100,500,"2 M-type",0,"hybrid lower fertility"
"1228",2,6,6,6,6,6,4,100,500,"3 hybrid",0,"hybrid lower fertility"
"1229",2,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1230",2,6,6,6,6,6,4,100,500,"5 NN",70,"hybrid lower fertility"
"1231",2,6,6,6,6,6,4,100,500,"1 MM",587,"hybrid lower fertility"
"1232",2,6,6,6,6,6,4,100,500,"2 M-type",0,"hybrid lower fertility"
"1233",2,6,6,6,6,6,4,100,500,"3 hybrid",0,"hybrid lower fertility"
"1234",2,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1235",2,6,6,6,6,6,4,100,500,"5 NN",102,"hybrid lower fertility"
"1236",2,6,6,6,6,6,4,100,500,"1 MM",433,"hybrid lower fertility"
"1237",2,6,6,6,6,6,4,100,500,"2 M-type",0,"hybrid lower fertility"
"1238",2,6,6,6,6,6,4,100,500,"3 hybrid",0,"hybrid lower fertility"
"1239",2,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1240",2,6,6,6,6,6,4,100,500,"5 NN",86,"hybrid lower fertility"
"1241",2,6,6,6,6,6,4,100,500,"1 MM",501,"hybrid lower fertility"
"1242",2,6,6,6,6,6,4,100,500,"2 M-type",21,"hybrid lower fertility"
"1243",2,6,6,6,6,6,4,100,500,"3 hybrid",3,"hybrid lower fertility"
"1244",2,6,6,6,6,6,4,100,500,"4 N-type",7,"hybrid lower fertility"
"1245",2,6,6,6,6,6,4,100,500,"5 NN",117,"hybrid lower fertility"
"1246",2,6,6,6,6,6,4,100,500,"1 MM",430,"hybrid lower fertility"
"1247",2,6,6,6,6,6,4,100,500,"2 M-type",0,"hybrid lower fertility"
"1248",2,6,6,6,6,6,4,100,500,"3 hybrid",0,"hybrid lower fertility"
"1249",2,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1250",2,6,6,6,6,6,4,100,500,"5 NN",52,"hybrid lower fertility"
"1251",6,6,6,6,6,6,4,100,500,"1 MM",275,"hybrid lower fertility"
"1252",6,6,6,6,6,6,4,100,500,"2 M-type",130,"hybrid lower fertility"
"1253",6,6,6,6,6,6,4,100,500,"3 hybrid",8,"hybrid lower fertility"
"1254",6,6,6,6,6,6,4,100,500,"4 N-type",82,"hybrid lower fertility"
"1255",6,6,6,6,6,6,4,100,500,"5 NN",13,"hybrid lower fertility"
"1256",6,6,6,6,6,6,4,100,500,"1 MM",84,"hybrid lower fertility"
"1257",6,6,6,6,6,6,4,100,500,"2 M-type",425,"hybrid lower fertility"
"1258",6,6,6,6,6,6,4,100,500,"3 hybrid",28,"hybrid lower fertility"
"1259",6,6,6,6,6,6,4,100,500,"4 N-type",3,"hybrid lower fertility"
"1260",6,6,6,6,6,6,4,100,500,"5 NN",3,"hybrid lower fertility"
"1261",6,6,6,6,6,6,4,100,500,"1 MM",406,"hybrid lower fertility"
"1262",6,6,6,6,6,6,4,100,500,"2 M-type",74,"hybrid lower fertility"
"1263",6,6,6,6,6,6,4,100,500,"3 hybrid",17,"hybrid lower fertility"
"1264",6,6,6,6,6,6,4,100,500,"4 N-type",8,"hybrid lower fertility"
"1265",6,6,6,6,6,6,4,100,500,"5 NN",11,"hybrid lower fertility"
"1266",6,6,6,6,6,6,4,100,500,"1 MM",134,"hybrid lower fertility"
"1267",6,6,6,6,6,6,4,100,500,"2 M-type",221,"hybrid lower fertility"
"1268",6,6,6,6,6,6,4,100,500,"3 hybrid",33,"hybrid lower fertility"
"1269",6,6,6,6,6,6,4,100,500,"4 N-type",38,"hybrid lower fertility"
"1270",6,6,6,6,6,6,4,100,500,"5 NN",64,"hybrid lower fertility"
"1271",6,6,6,6,6,6,4,100,500,"1 MM",324,"hybrid lower fertility"
"1272",6,6,6,6,6,6,4,100,500,"2 M-type",422,"hybrid lower fertility"
"1273",6,6,6,6,6,6,4,100,500,"3 hybrid",34,"hybrid lower fertility"
"1274",6,6,6,6,6,6,4,100,500,"4 N-type",67,"hybrid lower fertility"
"1275",6,6,6,6,6,6,4,100,500,"5 NN",1,"hybrid lower fertility"
"1276",6,6,6,6,6,6,4,100,500,"1 MM",202,"hybrid lower fertility"
"1277",6,6,6,6,6,6,4,100,500,"2 M-type",259,"hybrid lower fertility"
"1278",6,6,6,6,6,6,4,100,500,"3 hybrid",3,"hybrid lower fertility"
"1279",6,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1280",6,6,6,6,6,6,4,100,500,"5 NN",64,"hybrid lower fertility"
"1281",6,6,6,6,6,6,4,100,500,"1 MM",241,"hybrid lower fertility"
"1282",6,6,6,6,6,6,4,100,500,"2 M-type",269,"hybrid lower fertility"
"1283",6,6,6,6,6,6,4,100,500,"3 hybrid",23,"hybrid lower fertility"
"1284",6,6,6,6,6,6,4,100,500,"4 N-type",51,"hybrid lower fertility"
"1285",6,6,6,6,6,6,4,100,500,"5 NN",6,"hybrid lower fertility"
"1286",6,6,6,6,6,6,4,100,500,"1 MM",204,"hybrid lower fertility"
"1287",6,6,6,6,6,6,4,100,500,"2 M-type",131,"hybrid lower fertility"
"1288",6,6,6,6,6,6,4,100,500,"3 hybrid",12,"hybrid lower fertility"
"1289",6,6,6,6,6,6,4,100,500,"4 N-type",36,"hybrid lower fertility"
"1290",6,6,6,6,6,6,4,100,500,"5 NN",1,"hybrid lower fertility"
"1291",6,6,6,6,6,6,4,100,500,"1 MM",234,"hybrid lower fertility"
"1292",6,6,6,6,6,6,4,100,500,"2 M-type",325,"hybrid lower fertility"
"1293",6,6,6,6,6,6,4,100,500,"3 hybrid",14,"hybrid lower fertility"
"1294",6,6,6,6,6,6,4,100,500,"4 N-type",0,"hybrid lower fertility"
"1295",6,6,6,6,6,6,4,100,500,"5 NN",72,"hybrid lower fertility"
"1296",6,6,6,6,6,6,4,100,500,"1 MM",217,"hybrid lower fertility"
"1297",6,6,6,6,6,6,4,100,500,"2 M-type",342,"hybrid lower fertility"
"1298",6,6,6,6,6,6,4,100,500,"3 hybrid",29,"hybrid lower fertility"
"1299",6,6,6,6,6,6,4,100,500,"4 N-type",4,"hybrid lower fertility"
"1300",6,6,6,6,6,6,4,100,500,"5 NN",30,"hybrid lower fertility"
"1301",12,6,6,6,6,6,4,100,500,"1 MM",14,"hybrid lower fertility"
"1302",12,6,6,6,6,6,4,100,500,"2 M-type",410,"hybrid lower fertility"
"1303",12,6,6,6,6,6,4,100,500,"3 hybrid",26,"hybrid lower fertility"
"1304",12,6,6,6,6,6,4,100,500,"4 N-type",2,"hybrid lower fertility"
"1305",12,6,6,6,6,6,4,100,500,"5 NN",1,"hybrid lower fertility"
"1306",12,6,6,6,6,6,4,100,500,"1 MM",8,"hybrid lower fertility"
"1307",12,6,6,6,6,6,4,100,500,"2 M-type",311,"hybrid lower fertility"
"1308",12,6,6,6,6,6,4,100,500,"3 hybrid",106,"hybrid lower fertility"
